date,balance,perfectBalance,unrealizedPL,unrealizedPLPerc,NAV,marginUsed,marginAvail,openTrades,openOrders,profitableTradeCount,unprofitableTradeCount
"Thu Aug 21 6:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 7:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 8:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 9:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 10:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 11:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 12:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 13:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 14:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 15:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 16:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 17:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 18:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 19:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 20:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 21:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 22:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Thu Aug 21 23:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 0:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 1:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 2:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 3:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 4:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 5:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 6:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 7:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 8:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 9:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 10:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 11:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 12:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 13:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 14:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Fri Aug 22 15:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Sun Aug 24 16:00:00 CDT 2014",103.5434,120.2222,0.0000,0.0000,103.5434,0.0000,103.5434,0,0,6,5
"Sun Aug 24 17:00:00 CDT 2014",103.5434,120.2222,-0.0647,-0.0625,103.4786,5.0333,98.4453,1,0,6,5
"Sun Aug 24 18:00:00 CDT 2014",103.5434,120.2222,-0.0565,-0.0545,103.4869,5.0333,98.4536,1,0,6,5
"Sun Aug 24 19:00:00 CDT 2014",103.5434,120.2222,-0.0358,-0.0346,103.5076,5.0333,98.4742,1,0,6,5
"Sun Aug 24 20:00:00 CDT 2014",103.5434,120.2222,-0.1529,-0.1477,103.3904,5.0333,98.3571,1,0,6,5
"Sun Aug 24 21:00:00 CDT 2014",103.5434,120.2222,-0.1350,-0.1304,103.4084,5.0333,98.3750,1,0,6,5
"Sun Aug 24 22:00:00 CDT 2014",103.5434,120.2222,-0.2164,-0.2090,103.3270,5.0333,98.2936,1,0,6,5
"Sun Aug 24 23:00:00 CDT 2014",103.5434,120.2222,-0.2343,-0.2263,103.3090,5.0333,98.2757,1,0,6,5
"Mon Aug 25 0:00:00 CDT 2014",103.5434,120.2222,-0.2412,-0.2330,103.3021,5.0333,98.2688,1,0,6,5
"Mon Aug 25 1:00:00 CDT 2014",103.5434,120.2222,-0.3366,-0.3251,103.2068,5.0333,98.1734,1,0,6,5
"Mon Aug 25 2:00:00 CDT 2014",103.5434,120.2222,-0.3698,-0.3571,103.1736,5.0333,98.1403,1,0,6,5
"Mon Aug 25 3:00:00 CDT 2014",103.5434,120.2222,-0.3435,-0.3317,103.1999,5.0333,98.1665,1,0,6,5
"Mon Aug 25 4:00:00 CDT 2014",103.5434,120.2222,-0.3670,-0.3544,103.1764,5.0333,98.1430,1,0,6,5
"Mon Aug 25 5:00:00 CDT 2014",103.5434,120.2222,-0.2924,-0.2824,103.2510,5.0333,98.2177,1,0,6,5
"Mon Aug 25 6:00:00 CDT 2014",103.5434,120.2222,-0.2703,-0.2610,103.2731,5.0333,98.2398,1,0,6,5
"Mon Aug 25 7:00:00 CDT 2014",103.5434,120.2222,-0.2205,-0.2130,103.3228,5.0333,98.2895,1,0,6,5
"Mon Aug 25 8:00:00 CDT 2014",103.5434,120.2222,-0.0937,-0.0904,103.4497,5.0333,98.4164,1,0,6,5
"Mon Aug 25 9:00:00 CDT 2014",103.5434,120.2222,0.0482,0.0465,103.5915,5.0333,98.5582,1,0,6,5
"Mon Aug 25 10:00:00 CDT 2014",103.5434,120.2222,-0.0151,-0.0146,103.5282,5.0333,98.4949,1,0,6,5
"Mon Aug 25 11:00:00 CDT 2014",103.5434,120.2222,0.1348,0.1302,103.6781,5.0333,98.6448,1,0,6,5
"Mon Aug 25 12:00:00 CDT 2014",103.5434,120.2222,0.1045,0.1010,103.6479,5.0333,98.6146,1,0,6,5
"Mon Aug 25 13:00:00 CDT 2014",103.5434,120.2222,0.1210,0.1169,103.6644,5.0333,98.6311,1,0,6,5
"Mon Aug 25 14:00:00 CDT 2014",103.5434,120.2222,0.1444,0.1394,103.6877,5.0333,98.6544,1,0,6,5
"Mon Aug 25 15:00:00 CDT 2014",103.5434,120.2222,0.1320,0.1275,103.6754,5.0333,98.6420,1,0,6,5
"Mon Aug 25 16:00:00 CDT 2014",103.5434,120.2222,0.1485,0.1434,103.6919,5.0333,98.6585,1,0,6,5
"Mon Aug 25 17:00:00 CDT 2014",103.5434,120.2222,0.1842,0.1779,103.7276,5.0333,98.6942,1,0,6,5
"Mon Aug 25 18:00:00 CDT 2014",103.5434,120.2222,0.2638,0.2548,103.8072,5.0333,98.7738,1,0,6,5
"Mon Aug 25 19:00:00 CDT 2014",103.5434,120.2222,0.3255,0.3144,103.8689,5.0333,98.8355,1,0,6,5
"Mon Aug 25 20:00:00 CDT 2014",103.5434,120.2222,0.2515,0.2429,103.7948,5.0333,98.7615,1,0,6,5
"Mon Aug 25 21:00:00 CDT 2014",103.5434,120.2222,0.0757,0.0731,103.6190,5.0333,98.5857,1,0,6,5
"Mon Aug 25 22:00:00 CDT 2014",103.5434,120.2222,0.0261,0.0253,103.5695,5.0333,98.5362,1,0,6,5
"Mon Aug 25 23:00:00 CDT 2014",103.5434,120.2222,0.0261,0.0253,103.5695,5.0333,98.5362,1,0,6,5
"Tue Aug 26 0:00:00 CDT 2014",103.5434,120.2222,0.0220,0.0213,103.5654,5.0333,98.5320,1,0,6,5
"Tue Aug 26 1:00:00 CDT 2014",103.5434,120.2222,0.0220,0.0213,103.5654,5.0333,98.5320,1,0,6,5
"Tue Aug 26 2:00:00 CDT 2014",103.5434,120.2222,-0.0179,-0.0173,103.5255,5.0333,98.4921,1,0,6,5
"Tue Aug 26 3:00:00 CDT 2014",103.5434,120.2222,0.0316,0.0306,103.5750,5.0333,98.5417,1,0,6,5
"Tue Aug 26 4:00:00 CDT 2014",103.5434,120.2222,0.0041,0.0040,103.5475,5.0333,98.5142,1,0,6,5
"Tue Aug 26 5:00:00 CDT 2014",103.5434,120.2222,0.0138,0.0133,103.5571,5.0333,98.5238,1,0,6,5
"Tue Aug 26 6:00:00 CDT 2014",103.5434,120.2222,-0.0771,-0.0745,103.4662,5.0333,98.4329,1,0,6,5
"Tue Aug 26 7:00:00 CDT 2014",103.5434,120.2222,-0.1074,-0.1038,103.4359,5.0333,98.4026,1,0,6,5
"Tue Aug 26 8:00:00 CDT 2014",103.5434,120.2222,-0.1709,-0.1650,103.3725,5.0333,98.3392,1,0,6,5
"Tue Aug 26 9:00:00 CDT 2014",103.5434,120.2222,-0.1612,-0.1557,103.3822,5.0333,98.3488,1,0,6,5
"Tue Aug 26 10:00:00 CDT 2014",103.5434,120.2222,-0.1709,-0.1650,103.3725,5.0333,98.3392,1,0,6,5
"Tue Aug 26 11:00:00 CDT 2014",103.5434,120.2222,-0.2841,-0.2743,103.2593,5.0333,98.2260,1,0,6,5
"Tue Aug 26 12:00:00 CDT 2014",103.5434,120.2222,-0.2937,-0.2837,103.2496,5.0333,98.2163,1,0,6,5
"Tue Aug 26 13:00:00 CDT 2014",103.5434,120.2222,-0.2537,-0.2450,103.2897,5.0333,98.2563,1,0,6,5
"Tue Aug 26 14:00:00 CDT 2014",103.5434,120.2222,-0.2564,-0.2477,103.2869,5.0333,98.2536,1,0,6,5
"Tue Aug 26 15:00:00 CDT 2014",103.5434,120.2222,-0.2758,-0.2663,103.2676,5.0333,98.2343,1,0,6,5
"Tue Aug 26 16:00:00 CDT 2014",103.5434,120.2222,-0.3269,-0.3157,103.2165,5.0333,98.1831,1,0,6,5
"Tue Aug 26 17:00:00 CDT 2014",103.5434,120.2222,-0.2551,-0.2463,103.2883,5.0333,98.2550,1,0,6,5
"Tue Aug 26 18:00:00 CDT 2014",103.5434,120.2222,-0.2633,-0.2543,103.2800,5.0333,98.2467,1,0,6,5
"Tue Aug 26 19:00:00 CDT 2014",103.5434,120.2222,-0.2924,-0.2824,103.2510,5.0333,98.2177,1,0,6,5
"Tue Aug 26 20:00:00 CDT 2014",103.5434,120.2222,-0.5082,-0.4908,103.0352,5.0333,98.0018,1,0,6,5
"Tue Aug 26 21:00:00 CDT 2014",103.5434,120.2222,-0.5484,-0.5296,102.9950,5.0333,97.9616,1,0,6,5
"Tue Aug 26 22:00:00 CDT 2014",103.5434,120.2222,-0.5595,-0.5403,102.9839,5.0333,97.9505,1,0,6,5
"Tue Aug 26 23:00:00 CDT 2014",103.5434,120.2222,-0.7052,-0.6811,102.8381,5.0333,97.8048,1,0,6,5
"Wed Aug 27 0:00:00 CDT 2014",103.5434,120.2222,-0.6733,-0.6502,102.8701,5.0333,97.8367,1,0,6,5
"Wed Aug 27 1:00:00 CDT 2014",103.5434,120.2222,-0.6983,-0.6744,102.8451,5.0333,97.8117,1,0,6,5
"Wed Aug 27 2:00:00 CDT 2014",103.5434,120.2222,-0.8415,-0.8127,102.7019,5.0333,97.6685,1,0,6,5
"Wed Aug 27 3:00:00 CDT 2014",103.5434,120.2222,-1.0533,-1.0173,102.4900,5.0333,97.4567,1,0,6,5
"Wed Aug 27 4:00:00 CDT 2014",103.5434,120.2222,-1.0757,-1.0389,102.4677,5.0333,97.4344,1,0,6,5
"Wed Aug 27 5:00:00 CDT 2014",103.5434,120.2222,-1.0799,-1.0429,102.4635,5.0333,97.4302,1,0,6,5
"Wed Aug 27 6:00:00 CDT 2014",103.5434,120.2222,-0.9780,-0.9445,102.5654,5.0333,97.5320,1,0,6,5
"Wed Aug 27 7:00:00 CDT 2014",103.5434,120.2222,-0.9181,-0.8867,102.6253,5.0333,97.5919,1,0,6,5
"Wed Aug 27 8:00:00 CDT 2014",103.5434,120.2222,-0.9864,-0.9526,102.5570,5.0333,97.5237,1,0,6,5
"Wed Aug 27 9:00:00 CDT 2014",103.5434,120.2222,-1.0380,-1.0025,102.5054,5.0333,97.4720,1,0,6,5
"Wed Aug 27 10:00:00 CDT 2014",103.5434,120.2222,-1.0687,-1.0321,102.4747,5.0333,97.4413,1,0,6,5
"Wed Aug 27 11:00:00 CDT 2014",103.5434,120.2222,-1.1064,-1.0685,102.4370,5.0333,97.4036,1,0,6,5
"Wed Aug 27 12:00:00 CDT 2014",103.5434,120.2222,-1.1483,-1.1090,102.3951,5.0333,97.3617,1,0,6,5
"Wed Aug 27 13:00:00 CDT 2014",103.5434,120.2222,-1.7671,-1.7066,101.7763,5.0333,96.7430,1,0,6,5
"Wed Aug 27 14:00:00 CDT 2014",103.5434,120.2222,-1.8277,-1.7651,101.7157,5.0333,96.6824,1,0,6,5
"Wed Aug 27 15:00:00 CDT 2014",103.5434,120.2222,-1.6249,-1.5693,101.9185,5.0333,96.8851,1,0,6,5
"Wed Aug 27 16:00:00 CDT 2014",103.5434,120.2222,-1.5321,-1.4797,102.0112,5.0333,96.9779,1,0,6,5
"Wed Aug 27 17:00:00 CDT 2014",103.5434,120.2222,-1.4886,-1.4377,102.0547,5.0333,97.0214,1,0,6,5
"Wed Aug 27 18:00:00 CDT 2014",103.5434,120.2222,-1.4648,-1.4146,102.0786,5.0333,97.0453,1,0,6,5
"Wed Aug 27 19:00:00 CDT 2014",103.5434,120.2222,-1.4381,-1.3889,102.1053,5.0333,97.0719,1,0,6,5
"Wed Aug 27 20:00:00 CDT 2014",103.5434,120.2222,-1.6446,-1.5883,101.8988,5.0333,96.8654,1,0,6,5
"Wed Aug 27 21:00:00 CDT 2014",103.5434,120.2222,-1.7516,-1.6916,101.7918,5.0333,96.7585,1,0,6,5
"Wed Aug 27 22:00:00 CDT 2014",103.5434,120.2222,-1.7347,-1.6753,101.8087,5.0333,96.7754,1,0,6,5
"Wed Aug 27 23:00:00 CDT 2014",103.5434,120.2222,-1.7544,-1.6943,101.7890,5.0333,96.7557,1,0,6,5
"Thu Aug 28 0:00:00 CDT 2014",103.5434,120.2222,-1.7530,-1.6930,101.7904,5.0333,96.7571,1,0,6,5
"Thu Aug 28 1:00:00 CDT 2014",103.5434,120.2222,-1.6713,-1.6141,101.8720,5.0333,96.8387,1,0,6,5
"Thu Aug 28 2:00:00 CDT 2014",103.5434,120.2222,-1.6235,-1.5679,101.9199,5.0333,96.8865,1,0,6,5
"Thu Aug 28 3:00:00 CDT 2014",103.5434,120.2222,-1.6010,-1.5462,101.9424,5.0333,96.9090,1,0,6,5
"Thu Aug 28 4:00:00 CDT 2014",103.5434,120.2222,-1.6404,-1.5842,101.9030,5.0333,96.8697,1,0,6,5
"Thu Aug 28 5:00:00 CDT 2014",103.5434,120.2222,-1.6193,-1.5639,101.9241,5.0333,96.8908,1,0,6,5
"Thu Aug 28 6:00:00 CDT 2014",103.5434,120.2222,-1.4872,-1.4363,102.0561,5.0333,97.0228,1,0,6,5
"Thu Aug 28 7:00:00 CDT 2014",103.5434,120.2222,-1.7107,-1.6522,101.8326,5.0333,96.7993,1,0,6,5
"Thu Aug 28 8:00:00 CDT 2014",103.5434,120.2222,-1.6587,-1.6019,101.8847,5.0333,96.8514,1,0,6,5
"Thu Aug 28 9:00:00 CDT 2014",103.5434,120.2222,-1.6193,-1.5639,101.9241,5.0333,96.8908,1,0,6,5
"Thu Aug 28 10:00:00 CDT 2014",103.5434,120.2222,-1.5771,-1.5231,101.9663,5.0333,96.9329,1,0,6,5
"Thu Aug 28 11:00:00 CDT 2014",103.5434,120.2222,-1.5841,-1.5299,101.9592,5.0333,96.9259,1,0,6,5
"Thu Aug 28 12:00:00 CDT 2014",103.5434,120.2222,-1.6221,-1.5666,101.9213,5.0333,96.8879,1,0,6,5
"Thu Aug 28 13:00:00 CDT 2014",103.5434,120.2222,-1.6910,-1.6331,101.8523,5.0333,96.8190,1,0,6,5
"Thu Aug 28 14:00:00 CDT 2014",103.5434,120.2222,-1.6615,-1.6046,101.8819,5.0333,96.8486,1,0,6,5
"Thu Aug 28 15:00:00 CDT 2014",103.5434,120.2222,-1.7332,-1.6739,101.8101,5.0333,96.7768,1,0,6,5
"Thu Aug 28 16:00:00 CDT 2014",103.5434,120.2222,-1.6066,-1.5516,101.9367,5.0333,96.9034,1,0,6,5
"Thu Aug 28 17:00:00 CDT 2014",103.5434,120.2222,-1.5645,-1.5109,101.9789,5.0333,96.9456,1,0,6,5
"Thu Aug 28 18:00:00 CDT 2014",103.5434,120.2222,-1.5687,-1.5150,101.9747,5.0333,96.9414,1,0,6,5
"Thu Aug 28 19:00:00 CDT 2014",103.5434,120.2222,-1.6108,-1.5557,101.9325,5.0333,96.8992,1,0,6,5
"Thu Aug 28 20:00:00 CDT 2014",103.5434,120.2222,-1.5771,-1.5231,101.9663,5.0333,96.9329,1,0,6,5
"Thu Aug 28 21:00:00 CDT 2014",103.5434,120.2222,-1.5855,-1.5313,101.9578,5.0333,96.9245,1,0,6,5
"Thu Aug 28 22:00:00 CDT 2014",103.5434,120.2222,-1.6010,-1.5462,101.9424,5.0333,96.9090,1,0,6,5
"Thu Aug 28 23:00:00 CDT 2014",103.5434,120.2222,-1.5490,-1.4960,101.9944,5.0333,96.9610,1,0,6,5
"Fri Aug 29 0:00:00 CDT 2014",103.5434,120.2222,-1.5420,-1.4892,102.0014,5.0333,96.9680,1,0,6,5
"Fri Aug 29 1:00:00 CDT 2014",103.5434,120.2222,-1.5645,-1.5109,101.9789,5.0333,96.9456,1,0,6,5
"Fri Aug 29 2:00:00 CDT 2014",103.5434,120.2222,-1.6629,-1.6060,101.8805,5.0333,96.8472,1,0,6,5
"Fri Aug 29 3:00:00 CDT 2014",103.5434,120.2222,-1.6826,-1.6250,101.8608,5.0333,96.8275,1,0,6,5
"Fri Aug 29 4:00:00 CDT 2014",103.5434,120.2222,-1.6474,-1.5910,101.8960,5.0333,96.8626,1,0,6,5
"Fri Aug 29 5:00:00 CDT 2014",103.5434,120.2222,-1.6896,-1.6318,101.8538,5.0333,96.8204,1,0,6,5
"Fri Aug 29 6:00:00 CDT 2014",103.5434,120.2222,-1.7825,-1.7215,101.7608,5.0333,96.7275,1,0,6,5
"Fri Aug 29 7:00:00 CDT 2014",103.5434,120.2222,-1.6952,-1.6372,101.8481,5.0333,96.8148,1,0,6,5
"Fri Aug 29 8:00:00 CDT 2014",103.5434,120.2222,-1.7966,-1.7352,101.7467,5.0333,96.7134,1,0,6,5
"Fri Aug 29 9:00:00 CDT 2014",103.5434,120.2222,-1.7361,-1.6767,101.8073,5.0333,96.7740,1,0,6,5
"Fri Aug 29 10:00:00 CDT 2014",101.3256,120.5751,0.0000,0.0000,101.3256,0.0000,101.3256,0,0,6,6
"Fri Aug 29 11:00:00 CDT 2014",101.3256,120.5751,0.0900,0.0889,101.4156,3.8333,97.5823,1,0,6,6
"Fri Aug 29 12:00:00 CDT 2014",101.3256,120.5751,0.1556,0.1536,101.4812,3.8333,97.6479,1,0,6,6
"Fri Aug 29 13:00:00 CDT 2014",101.3256,120.5751,0.2010,0.1984,101.5266,3.8333,97.6933,1,0,6,6
"Fri Aug 29 14:00:00 CDT 2014",101.3256,120.5751,0.2201,0.2172,101.5456,3.8333,97.7123,1,0,6,6
"Fri Aug 29 15:00:00 CDT 2014",101.3256,120.5751,0.2422,0.2391,101.5678,3.8333,97.7345,1,0,6,6
"Sun Aug 31 16:00:00 CDT 2014",101.3256,120.5751,0.2222,0.2193,101.5478,3.8333,97.7144,1,0,6,6
"Sun Aug 31 17:00:00 CDT 2014",101.3256,120.5751,0.2507,0.2474,101.5763,3.8333,97.7429,1,0,6,6
"Sun Aug 31 18:00:00 CDT 2014",101.3256,120.5751,0.2296,0.2266,101.5551,3.8333,97.7218,1,0,6,6
"Sun Aug 31 19:00:00 CDT 2014",101.3256,120.5751,0.2887,0.2849,101.6142,3.8333,97.7809,1,0,6,6
"Sun Aug 31 20:00:00 CDT 2014",101.3256,120.5751,0.2781,0.2745,101.6037,3.8333,97.7704,1,0,6,6
"Sun Aug 31 21:00:00 CDT 2014",101.3256,120.5751,0.2327,0.2297,101.5583,3.8333,97.7250,1,0,6,6
"Sun Aug 31 22:00:00 CDT 2014",101.3256,120.5751,0.2148,0.2120,101.5404,3.8333,97.7070,1,0,6,6
"Sun Aug 31 23:00:00 CDT 2014",101.3256,120.5751,0.2264,0.2234,101.5520,3.8333,97.7186,1,0,6,6
"Mon Sep 1 0:00:00 CDT 2014",101.3256,120.5751,0.2095,0.2068,101.5351,3.8333,97.7018,1,0,6,6
"Mon Sep 1 1:00:00 CDT 2014",101.3256,120.5751,0.2032,0.2005,101.5287,3.8333,97.6954,1,0,6,6
"Mon Sep 1 2:00:00 CDT 2014",101.3256,120.5751,0.1482,0.1463,101.4738,3.8333,97.6405,1,0,6,6
"Mon Sep 1 3:00:00 CDT 2014",101.3256,120.5751,0.1482,0.1463,101.4738,3.8333,97.6405,1,0,6,6
"Mon Sep 1 4:00:00 CDT 2014",101.3256,120.5751,0.1841,0.1817,101.5097,3.8333,97.6764,1,0,6,6
"Mon Sep 1 5:00:00 CDT 2014",101.3256,120.5751,0.1651,0.1630,101.4907,3.8333,97.6574,1,0,6,6
"Mon Sep 1 6:00:00 CDT 2014",101.3256,120.5751,0.0921,0.0909,101.4177,3.8333,97.5844,1,0,6,6
"Mon Sep 1 7:00:00 CDT 2014",101.3256,120.5751,0.1197,0.1181,101.4452,3.8333,97.6119,1,0,6,6
"Mon Sep 1 8:00:00 CDT 2014",101.3256,120.5751,0.1810,0.1786,101.5066,3.8333,97.6732,1,0,6,6
"Mon Sep 1 9:00:00 CDT 2014",101.3256,120.5751,0.1175,0.1160,101.4431,3.8333,97.6098,1,0,6,6
"Mon Sep 1 10:00:00 CDT 2014",101.3256,120.5751,0.1746,0.1724,101.5002,3.8333,97.6669,1,0,6,6
"Mon Sep 1 11:00:00 CDT 2014",101.3256,120.5751,0.1302,0.1285,101.4558,3.8333,97.6225,1,0,6,6
"Mon Sep 1 12:00:00 CDT 2014",101.3256,120.5751,0.1408,0.1390,101.4664,3.8333,97.6331,1,0,6,6
"Mon Sep 1 13:00:00 CDT 2014",101.3256,120.5751,0.1651,0.1630,101.4907,3.8333,97.6574,1,0,6,6
"Mon Sep 1 14:00:00 CDT 2014",101.3256,120.5751,0.1926,0.1901,101.5182,3.8333,97.6849,1,0,6,6
"Mon Sep 1 15:00:00 CDT 2014",101.3256,120.5751,0.1979,0.1953,101.5235,3.8333,97.6901,1,0,6,6
"Mon Sep 1 16:00:00 CDT 2014",101.3256,120.5751,0.2201,0.2172,101.5456,3.8333,97.7123,1,0,6,6
"Mon Sep 1 17:00:00 CDT 2014",101.3256,120.5751,0.2802,0.2766,101.6058,3.8333,97.7725,1,0,6,6
"Mon Sep 1 18:00:00 CDT 2014",101.3256,120.5751,0.2391,0.2359,101.5646,3.8333,97.7313,1,0,6,6
"Mon Sep 1 19:00:00 CDT 2014",101.3256,120.5751,0.2095,0.2068,101.5351,3.8333,97.7018,1,0,6,6
"Mon Sep 1 20:00:00 CDT 2014",101.3256,120.5751,0.2148,0.2120,101.5404,3.8333,97.7070,1,0,6,6
"Mon Sep 1 21:00:00 CDT 2014",101.3256,120.5751,0.4309,0.4252,101.7564,3.8333,97.9231,1,0,6,6
"Mon Sep 1 22:00:00 CDT 2014",101.3256,120.5751,0.4824,0.4761,101.8080,3.8333,97.9746,1,0,6,6
"Mon Sep 1 23:00:00 CDT 2014",101.3256,120.5751,0.4992,0.4927,101.8248,3.8333,97.9915,1,0,6,6
"Tue Sep 2 0:00:00 CDT 2014",101.3256,120.5751,0.5076,0.5010,101.8332,3.8333,97.9999,1,0,6,6
"Tue Sep 2 1:00:00 CDT 2014",101.3256,120.5751,0.5171,0.5103,101.8427,3.8333,98.0093,1,0,6,6
"Tue Sep 2 2:00:00 CDT 2014",101.3256,120.5751,0.4624,0.4564,101.7880,3.8333,97.9547,1,0,6,6
"Tue Sep 2 3:00:00 CDT 2014",101.3256,120.5751,0.4330,0.4273,101.7586,3.8333,97.9252,1,0,6,6
"Tue Sep 2 4:00:00 CDT 2014",101.3256,120.5751,0.6252,0.6170,101.9508,3.8333,98.1174,1,0,6,6
"Tue Sep 2 5:00:00 CDT 2014",101.3256,120.5751,0.6797,0.6708,102.0052,3.8333,98.1719,1,0,6,6
"Tue Sep 2 6:00:00 CDT 2014",101.3256,120.5751,0.6734,0.6646,101.9990,3.8333,98.1656,1,0,6,6
"Tue Sep 2 7:00:00 CDT 2014",101.3256,120.5751,0.6692,0.6604,101.9948,3.8333,98.1614,1,0,6,6
"Tue Sep 2 8:00:00 CDT 2014",101.3256,120.5751,0.6702,0.6615,101.9958,3.8333,98.1625,1,0,6,6
"Tue Sep 2 9:00:00 CDT 2014",101.3256,120.5751,0.5979,0.5901,101.9235,3.8333,98.0902,1,0,6,6
"Tue Sep 2 10:00:00 CDT 2014",101.3256,120.5751,0.7979,0.7875,102.1235,3.8333,98.2902,1,0,6,6
"Tue Sep 2 11:00:00 CDT 2014",101.3256,120.5751,0.7864,0.7761,102.1120,3.8333,98.2787,1,0,6,6
"Tue Sep 2 12:00:00 CDT 2014",101.3256,120.5751,0.7624,0.7524,102.0879,3.8333,98.2546,1,0,6,6
"Tue Sep 2 13:00:00 CDT 2014",101.3256,120.5751,0.7477,0.7379,102.0733,3.8333,98.2400,1,0,6,6
"Tue Sep 2 14:00:00 CDT 2014",101.3256,120.5751,0.7780,0.7679,102.1036,3.8333,98.2703,1,0,6,6
"Tue Sep 2 15:00:00 CDT 2014",101.3256,120.5751,0.8408,0.8298,102.1663,3.8333,98.3330,1,0,6,6
"Tue Sep 2 16:00:00 CDT 2014",101.3256,120.5751,0.7833,0.7730,102.1089,3.8333,98.2755,1,0,6,6
"Tue Sep 2 17:00:00 CDT 2014",101.3256,120.5751,0.8230,0.8122,102.1486,3.8333,98.3152,1,0,6,6
"Tue Sep 2 18:00:00 CDT 2014",101.3256,120.5751,0.8105,0.7998,102.1360,3.8333,98.3027,1,0,6,6
"Tue Sep 2 19:00:00 CDT 2014",101.3256,120.5751,0.8512,0.8401,102.1768,3.8333,98.3434,1,0,6,6
"Tue Sep 2 20:00:00 CDT 2014",101.3256,120.5751,0.7979,0.7875,102.1235,3.8333,98.2902,1,0,6,6
"Tue Sep 2 21:00:00 CDT 2014",101.3256,120.5751,0.8763,0.8648,102.2018,3.8333,98.3685,1,0,6,6
