date,balance,perfectBalance,unrealizedPL,unrealizedPLPerc,NAV,marginUsed,marginAvail,openTrades,openOrders,profitableTradeCount,unprofitableTradeCount
"Fri Jan 11 0:00:00 CST 2013",98.3440,108.6435,0.5371,0.5461,98.8811,1.9000,96.9811,1,0,2,3
"Fri Jan 11 1:00:00 CST 2013",98.3440,108.6435,0.5108,0.5194,98.8548,1.9000,96.9548,1,0,2,3
"Fri Jan 11 2:00:00 CST 2013",98.3440,108.6435,0.5260,0.5348,98.8700,1.9000,96.9700,1,0,2,3
"Fri Jan 11 3:00:00 CST 2013",98.3440,108.6435,0.5505,0.5598,98.8946,1.9000,96.9946,1,0,2,3
"Fri Jan 11 4:00:00 CST 2013",98.3440,108.6435,0.5716,0.5812,98.9157,1.9000,97.0157,1,0,2,3
"Fri Jan 11 5:00:00 CST 2013",98.3440,108.6435,0.5488,0.5580,98.8928,1.9000,96.9928,1,0,2,3
"Fri Jan 11 6:00:00 CST 2013",98.3440,108.6435,0.5359,0.5449,98.8800,1.9000,96.9800,1,0,2,3
"Fri Jan 11 7:00:00 CST 2013",98.3440,108.6435,0.5388,0.5479,98.8829,1.9000,96.9829,1,0,2,3
"Fri Jan 11 8:00:00 CST 2013",98.3440,108.6435,0.5582,0.5676,98.9022,1.9000,97.0022,1,0,2,3
"Fri Jan 11 9:00:00 CST 2013",98.3440,108.6435,0.5945,0.6045,98.9385,1.9000,97.0385,1,0,2,3
"Fri Jan 11 10:00:00 CST 2013",98.3440,108.6435,0.5400,0.5491,98.8841,1.9000,96.9841,1,0,2,3
"Fri Jan 11 11:00:00 CST 2013",98.3440,108.6435,0.5079,0.5164,98.8519,1.9000,96.9519,1,0,2,3
"Fri Jan 11 12:00:00 CST 2013",98.3440,108.6435,0.5640,0.5735,98.9080,1.9000,97.0080,1,0,2,3
"Fri Jan 11 13:00:00 CST 2013",98.3440,108.6435,0.5447,0.5539,98.8887,1.9000,96.9887,1,0,2,3
"Fri Jan 11 14:00:00 CST 2013",98.3440,108.6435,0.5272,0.5360,98.8712,1.9000,96.9712,1,0,2,3
"Fri Jan 11 15:00:00 CST 2013",98.3440,108.6435,0.4973,0.5057,98.8414,1.9000,96.9414,1,0,2,3
"Sat Jan 12 14:00:00 CST 2013",98.3440,108.6435,0.4711,0.4790,98.8151,1.9000,96.9151,1,0,2,3
"Sun Jan 13 14:00:00 CST 2013",98.3440,108.6435,0.4857,0.4938,98.8297,1.9000,96.9297,1,0,2,3
"Sun Jan 13 15:00:00 CST 2013",98.3440,108.6435,0.4734,0.4814,98.8175,1.9000,96.9175,1,0,2,3
"Sun Jan 13 16:00:00 CST 2013",98.3440,108.6435,0.4979,0.5063,98.8420,1.9000,96.9420,1,0,2,3
"Sun Jan 13 17:00:00 CST 2013",98.3440,108.6435,0.4909,0.4992,98.8350,1.9000,96.9350,1,0,2,3
"Sun Jan 13 18:00:00 CST 2013",98.3440,108.6435,0.4863,0.4944,98.8303,1.9000,96.9303,1,0,2,3
"Sun Jan 13 19:00:00 CST 2013",98.3440,108.6435,0.4933,0.5016,98.8373,1.9000,96.9373,1,0,2,3
"Sun Jan 13 20:00:00 CST 2013",98.3440,108.6435,0.5213,0.5301,98.8653,1.9000,96.9653,1,0,2,3
"Sun Jan 13 21:00:00 CST 2013",98.3440,108.6435,0.5073,0.5158,98.8513,1.9000,96.9513,1,0,2,3
"Sun Jan 13 22:00:00 CST 2013",98.3440,108.6435,0.5412,0.5503,98.8852,1.9000,96.9852,1,0,2,3
"Sun Jan 13 23:00:00 CST 2013",98.3440,108.6435,0.5377,0.5467,98.8817,1.9000,96.9817,1,0,2,3
"Mon Jan 14 0:00:00 CST 2013",98.3440,108.6435,0.5295,0.5384,98.8735,1.9000,96.9735,1,0,2,3
"Mon Jan 14 1:00:00 CST 2013",98.3440,108.6435,0.5003,0.5087,98.8443,1.9000,96.9443,1,0,2,3
"Mon Jan 14 2:00:00 CST 2013",98.3440,108.6435,0.5260,0.5348,98.8700,1.9000,96.9700,1,0,2,3
"Mon Jan 14 3:00:00 CST 2013",98.3440,108.6435,0.5312,0.5402,98.8753,1.9000,96.9753,1,0,2,3
"Mon Jan 14 4:00:00 CST 2013",98.3440,108.6435,0.5623,0.5717,98.9063,1.9000,97.0063,1,0,2,3
"Mon Jan 14 5:00:00 CST 2013",98.3440,108.6435,0.5359,0.5449,98.8800,1.9000,96.9800,1,0,2,3
"Mon Jan 14 6:00:00 CST 2013",98.3440,108.6435,0.4874,0.4956,98.8315,1.9000,96.9315,1,0,2,3
"Mon Jan 14 7:00:00 CST 2013",98.3440,108.6435,0.4215,0.4286,98.7656,1.9000,96.8656,1,0,2,3
"Mon Jan 14 8:00:00 CST 2013",98.3440,108.6435,0.4431,0.4505,98.7871,1.9000,96.8871,1,0,2,3
"Mon Jan 14 9:00:00 CST 2013",98.3440,108.6435,0.3895,0.3961,98.7335,1.9000,96.8335,1,0,2,3
"Mon Jan 14 10:00:00 CST 2013",98.3440,108.6435,0.4262,0.4334,98.7702,1.9000,96.8702,1,0,2,3
"Mon Jan 14 11:00:00 CST 2013",98.3440,108.6435,0.5120,0.5206,98.8560,1.9000,96.9560,1,0,2,3
"Mon Jan 14 12:00:00 CST 2013",98.3440,108.6435,0.5102,0.5188,98.8542,1.9000,96.9542,1,0,2,3
"Mon Jan 14 13:00:00 CST 2013",98.3440,108.6435,0.5295,0.5384,98.8735,1.9000,96.9735,1,0,2,3
"Mon Jan 14 14:00:00 CST 2013",98.3440,108.6435,0.5336,0.5426,98.8776,1.9000,96.9776,1,0,2,3
"Mon Jan 14 15:00:00 CST 2013",98.3440,108.6435,0.5371,0.5461,98.8811,1.9000,96.9811,1,0,2,3
"Mon Jan 14 16:00:00 CST 2013",98.3440,108.6435,0.5231,0.5319,98.8671,1.9000,96.9671,1,0,2,3
"Mon Jan 14 17:00:00 CST 2013",98.3440,108.6435,0.5084,0.5170,98.8525,1.9000,96.9525,1,0,2,3
"Mon Jan 14 18:00:00 CST 2013",98.3440,108.6435,0.5406,0.5497,98.8846,1.9000,96.9846,1,0,2,3
"Mon Jan 14 19:00:00 CST 2013",98.3440,108.6435,0.5418,0.5509,98.8858,1.9000,96.9858,1,0,2,3
"Mon Jan 14 20:00:00 CST 2013",98.3440,108.6435,0.5541,0.5634,98.8981,1.9000,96.9981,1,0,2,3
"Mon Jan 14 21:00:00 CST 2013",98.3440,108.6435,0.5459,0.5551,98.8899,1.9000,96.9899,1,0,2,3
"Mon Jan 14 22:00:00 CST 2013",98.3440,108.6435,0.5096,0.5182,98.8537,1.9000,96.9537,1,0,2,3
"Mon Jan 14 23:00:00 CST 2013",98.3440,108.6435,0.5196,0.5283,98.8636,1.9000,96.9636,1,0,2,3
"Tue Jan 15 0:00:00 CST 2013",98.3440,108.6435,0.5137,0.5224,98.8577,1.9000,96.9577,1,0,2,3
"Tue Jan 15 1:00:00 CST 2013",98.3440,108.6435,0.4734,0.4814,98.8175,1.9000,96.9175,1,0,2,3
"Tue Jan 15 2:00:00 CST 2013",98.3440,108.6435,0.4863,0.4944,98.8303,1.9000,96.9303,1,0,2,3
"Tue Jan 15 3:00:00 CST 2013",98.3440,108.6435,0.5254,0.5342,98.8694,1.9000,96.9694,1,0,2,3
"Tue Jan 15 4:00:00 CST 2013",98.3440,108.6435,0.5248,0.5336,98.8689,1.9000,96.9689,1,0,2,3
"Tue Jan 15 5:00:00 CST 2013",98.3440,108.6435,0.4623,0.4701,98.8064,1.9000,96.9064,1,0,2,3
"Tue Jan 15 6:00:00 CST 2013",98.3440,108.6435,0.4489,0.4565,98.7930,1.9000,96.8930,1,0,2,3
"Tue Jan 15 7:00:00 CST 2013",98.3440,108.6435,0.3901,0.3967,98.7341,1.9000,96.8341,1,0,2,3
"Tue Jan 15 8:00:00 CST 2013",98.3440,108.6435,0.4308,0.4381,98.7749,1.9000,96.8749,1,0,2,3
"Tue Jan 15 9:00:00 CST 2013",98.3440,108.6435,0.4489,0.4565,98.7930,1.9000,96.8930,1,0,2,3
"Tue Jan 15 10:00:00 CST 2013",98.3440,108.6435,0.5388,0.5479,98.8829,1.9000,96.9829,1,0,2,3
"Tue Jan 15 11:00:00 CST 2013",98.3440,108.6435,0.5219,0.5307,98.8659,1.9000,96.9659,1,0,2,3
"Tue Jan 15 12:00:00 CST 2013",98.3440,108.6435,0.5090,0.5176,98.8531,1.9000,96.9531,1,0,2,3
"Tue Jan 15 13:00:00 CST 2013",98.3440,108.6435,0.4687,0.4766,98.8128,1.9000,96.9128,1,0,2,3
"Tue Jan 15 14:00:00 CST 2013",98.3440,108.6435,0.5020,0.5105,98.8461,1.9000,96.9461,1,0,2,3
"Tue Jan 15 15:00:00 CST 2013",98.3440,108.6435,0.5131,0.5218,98.8572,1.9000,96.9572,1,0,2,3
"Tue Jan 15 16:00:00 CST 2013",98.3440,108.6435,0.5038,0.5123,98.8478,1.9000,96.9478,1,0,2,3
"Tue Jan 15 17:00:00 CST 2013",98.3440,108.6435,0.4927,0.5010,98.8367,1.9000,96.9367,1,0,2,3
"Tue Jan 15 18:00:00 CST 2013",98.3440,108.6435,0.5213,0.5301,98.8653,1.9000,96.9653,1,0,2,3
"Tue Jan 15 19:00:00 CST 2013",98.3440,108.6435,0.5108,0.5194,98.8548,1.9000,96.9548,1,0,2,3
"Tue Jan 15 20:00:00 CST 2013",98.3440,108.6435,0.4944,0.5028,98.8385,1.9000,96.9385,1,0,2,3
"Tue Jan 15 21:00:00 CST 2013",98.3440,108.6435,0.4816,0.4897,98.8256,1.9000,96.9256,1,0,2,3
"Tue Jan 15 22:00:00 CST 2013",98.3440,108.6435,0.4792,0.4873,98.8233,1.9000,96.9233,1,0,2,3
"Tue Jan 15 23:00:00 CST 2013",98.3440,108.6435,0.4687,0.4766,98.8128,1.9000,96.9128,1,0,2,3
"Wed Jan 16 0:00:00 CST 2013",98.3440,108.6435,0.4460,0.4535,98.7900,1.9000,96.8900,1,0,2,3
"Wed Jan 16 1:00:00 CST 2013",98.3440,108.6435,0.4722,0.4802,98.8163,1.9000,96.9163,1,0,2,3
"Wed Jan 16 2:00:00 CST 2013",98.3440,108.6435,0.4081,0.4150,98.7522,1.9000,96.8522,1,0,2,3
"Wed Jan 16 3:00:00 CST 2013",98.3440,108.6435,0.3732,0.3795,98.7173,1.9000,96.8173,1,0,2,3
"Wed Jan 16 4:00:00 CST 2013",98.3440,108.6435,0.3947,0.4014,98.7388,1.9000,96.8388,1,0,2,3
"Wed Jan 16 5:00:00 CST 2013",98.3440,108.6435,0.4093,0.4162,98.7533,1.9000,96.8533,1,0,2,3
"Wed Jan 16 6:00:00 CST 2013",98.3440,108.6435,0.4273,0.4345,98.7714,1.9000,96.8714,1,0,2,3
"Wed Jan 16 7:00:00 CST 2013",98.3440,108.6435,0.3099,0.3151,98.6539,1.9000,96.7539,1,0,2,3
"Wed Jan 16 8:00:00 CST 2013",98.3440,108.6435,0.3180,0.3234,98.6621,1.9000,96.7621,1,0,2,3
"Wed Jan 16 9:00:00 CST 2013",98.3440,108.6435,0.4000,0.4067,98.7440,1.9000,96.8440,1,0,2,3
"Wed Jan 16 10:00:00 CST 2013",98.3440,108.6435,0.4221,0.4292,98.7661,1.9000,96.8661,1,0,2,3
"Wed Jan 16 11:00:00 CST 2013",98.3440,108.6435,0.4582,0.4660,98.8023,1.9000,96.9023,1,0,2,3
"Wed Jan 16 12:00:00 CST 2013",98.3440,108.6435,0.3889,0.3955,98.7330,1.9000,96.8330,1,0,2,3
"Wed Jan 16 13:00:00 CST 2013",98.3440,108.6435,0.4093,0.4162,98.7533,1.9000,96.8533,1,0,2,3
"Wed Jan 16 14:00:00 CST 2013",98.3440,108.6435,0.4029,0.4097,98.7469,1.9000,96.8469,1,0,2,3
"Wed Jan 16 15:00:00 CST 2013",98.3440,108.6435,0.4029,0.4097,98.7469,1.9000,96.8469,1,0,2,3
"Wed Jan 16 16:00:00 CST 2013",98.3440,108.6435,0.3953,0.4020,98.7394,1.9000,96.8394,1,0,2,3
"Wed Jan 16 17:00:00 CST 2013",98.3440,108.6435,0.3837,0.3901,98.7277,1.9000,96.8277,1,0,2,3
"Wed Jan 16 18:00:00 CST 2013",98.3440,108.6435,0.3901,0.3967,98.7341,1.9000,96.8341,1,0,2,3
"Wed Jan 16 19:00:00 CST 2013",98.3440,108.6435,0.4087,0.4156,98.7528,1.9000,96.8528,1,0,2,3
"Wed Jan 16 20:00:00 CST 2013",98.3440,108.6435,0.4244,0.4316,98.7685,1.9000,96.8685,1,0,2,3
"Wed Jan 16 21:00:00 CST 2013",98.3440,108.6435,0.3942,0.4008,98.7382,1.9000,96.8382,1,0,2,3
"Wed Jan 16 22:00:00 CST 2013",98.3440,108.6435,0.3436,0.3494,98.6876,1.9000,96.7876,1,0,2,3
"Wed Jan 16 23:00:00 CST 2013",98.3440,108.6435,0.3424,0.3482,98.6865,1.9000,96.7865,1,0,2,3
"Thu Jan 17 0:00:00 CST 2013",98.3440,108.6435,0.3564,0.3624,98.7004,1.9000,96.8004,1,0,2,3
"Thu Jan 17 1:00:00 CST 2013",98.3440,108.6435,0.3651,0.3712,98.7091,1.9000,96.8091,1,0,2,3
"Thu Jan 17 2:00:00 CST 2013",98.3440,108.6435,0.3657,0.3718,98.7097,1.9000,96.8097,1,0,2,3
"Thu Jan 17 3:00:00 CST 2013",98.3440,108.6435,0.3657,0.3718,98.7097,1.9000,96.8097,1,0,2,3
"Thu Jan 17 4:00:00 CST 2013",98.3440,108.6435,0.3546,0.3606,98.6987,1.9000,96.7987,1,0,2,3
"Thu Jan 17 5:00:00 CST 2013",98.3440,108.6435,0.2809,0.2856,98.6249,1.9000,96.7249,1,0,2,3
"Thu Jan 17 6:00:00 CST 2013",98.3440,108.6435,0.3529,0.3588,98.6969,1.9000,96.7969,1,0,2,3
"Thu Jan 17 7:00:00 CST 2013",98.3440,108.6435,0.3581,0.3641,98.7021,1.9000,96.8021,1,0,2,3
"Thu Jan 17 8:00:00 CST 2013",98.3440,108.6435,0.4512,0.4588,98.7953,1.9000,96.8953,1,0,2,3
"Thu Jan 17 9:00:00 CST 2013",98.3440,108.6435,0.4530,0.4606,98.7970,1.9000,96.8970,1,0,2,3
"Thu Jan 17 10:00:00 CST 2013",98.3440,108.6435,0.4373,0.4446,98.7813,1.9000,96.8813,1,0,2,3
"Thu Jan 17 11:00:00 CST 2013",98.3440,108.6435,0.4419,0.4494,98.7860,1.9000,96.8860,1,0,2,3
"Thu Jan 17 12:00:00 CST 2013",98.3440,108.6435,0.4822,0.4903,98.8262,1.9000,96.9262,1,0,2,3
"Thu Jan 17 13:00:00 CST 2013",98.3440,108.6435,0.4641,0.4719,98.8081,1.9000,96.9081,1,0,2,3
"Thu Jan 17 14:00:00 CST 2013",98.3440,108.6435,0.4547,0.4624,98.7988,1.9000,96.8988,1,0,2,3
"Thu Jan 17 15:00:00 CST 2013",98.3440,108.6435,0.4250,0.4322,98.7691,1.9000,96.8691,1,0,2,3
"Thu Jan 17 16:00:00 CST 2013",98.3440,108.6435,0.4157,0.4227,98.7597,1.9000,96.8597,1,0,2,3
"Thu Jan 17 17:00:00 CST 2013",98.3440,108.6435,0.4186,0.4257,98.7627,1.9000,96.8627,1,0,2,3
"Thu Jan 17 18:00:00 CST 2013",98.3440,108.6435,0.4058,0.4126,98.7498,1.9000,96.8498,1,0,2,3
"Thu Jan 17 19:00:00 CST 2013",98.3440,108.6435,0.3971,0.4038,98.7411,1.9000,96.8411,1,0,2,3
"Thu Jan 17 20:00:00 CST 2013",98.3440,108.6435,0.3994,0.4061,98.7434,1.9000,96.8434,1,0,2,3
"Thu Jan 17 21:00:00 CST 2013",98.3440,108.6435,0.3476,0.3535,98.6917,1.9000,96.7917,1,0,2,3
"Thu Jan 17 22:00:00 CST 2013",98.3440,108.6435,0.3511,0.3570,98.6952,1.9000,96.7952,1,0,2,3
"Thu Jan 17 23:00:00 CST 2013",98.3440,108.6435,0.3581,0.3641,98.7021,1.9000,96.8021,1,0,2,3
"Fri Jan 18 0:00:00 CST 2013",98.3440,108.6435,0.3616,0.3677,98.7056,1.9000,96.8056,1,0,2,3
"Fri Jan 18 1:00:00 CST 2013",98.3440,108.6435,0.3354,0.3411,98.6795,1.9000,96.7795,1,0,2,3
"Fri Jan 18 2:00:00 CST 2013",98.3440,108.6435,0.3198,0.3252,98.6638,1.9000,96.7638,1,0,2,3
"Fri Jan 18 3:00:00 CST 2013",98.3440,108.6435,0.2080,0.2115,98.5520,1.9000,96.6520,1,0,2,3
"Fri Jan 18 4:00:00 CST 2013",98.3440,108.6435,0.2120,0.2156,98.5560,1.9000,96.6560,1,0,2,3
"Fri Jan 18 5:00:00 CST 2013",98.3440,108.6435,0.1600,0.1627,98.5041,1.9000,96.6041,1,0,2,3
"Fri Jan 18 6:00:00 CST 2013",98.3440,108.6435,0.1433,0.1457,98.4873,1.9000,96.5873,1,0,2,3
"Fri Jan 18 7:00:00 CST 2013",98.3440,108.6435,0.1612,0.1639,98.5052,1.9000,96.6052,1,0,2,3
"Fri Jan 18 8:00:00 CST 2013",98.3440,108.6435,0.1710,0.1739,98.5150,1.9000,96.6150,1,0,2,3
"Fri Jan 18 9:00:00 CST 2013",98.3440,108.6435,-0.0161,-0.0163,98.3280,1.9000,96.4280,1,0,2,3
"Fri Jan 18 10:00:00 CST 2013",98.3440,108.6435,-0.0436,-0.0443,98.3005,1.9000,96.4005,1,0,2,3
"Fri Jan 18 11:00:00 CST 2013",98.3440,108.6435,-0.0447,-0.0455,98.2993,1.9000,96.3993,1,0,2,3
"Fri Jan 18 12:00:00 CST 2013",98.3440,108.6435,0.0086,0.0088,98.3527,1.9000,96.4527,1,0,2,3
"Fri Jan 18 13:00:00 CST 2013",98.3440,108.6435,0.0471,0.0479,98.3911,1.9000,96.4911,1,0,2,3
"Fri Jan 18 14:00:00 CST 2013",98.3440,108.6435,0.0287,0.0292,98.3728,1.9000,96.4728,1,0,2,3
"Fri Jan 18 15:00:00 CST 2013",98.3440,108.6435,0.0644,0.0654,98.4084,1.9000,96.5084,1,0,2,3
"Fri Jan 18 16:00:00 CST 2013",98.3440,108.6435,0.0523,0.0532,98.3963,1.9000,96.4963,1,0,2,3
"Sun Jan 20 14:00:00 CST 2013",98.3440,108.6435,0.0529,0.0537,98.3969,1.9000,96.4969,1,0,2,3
"Sun Jan 20 15:00:00 CST 2013",98.3440,108.6435,0.0569,0.0578,98.4009,1.9000,96.5009,1,0,2,3
"Sun Jan 20 16:00:00 CST 2013",98.3440,108.6435,0.0465,0.0473,98.3906,1.9000,96.4906,1,0,2,3
"Sun Jan 20 17:00:00 CST 2013",98.3440,108.6435,0.0425,0.0432,98.3865,1.9000,96.4865,1,0,2,3
"Sun Jan 20 18:00:00 CST 2013",98.3440,108.6435,0.0477,0.0485,98.3917,1.9000,96.4917,1,0,2,3
"Sun Jan 20 19:00:00 CST 2013",98.3440,108.6435,0.0333,0.0339,98.3774,1.9000,96.4774,1,0,2,3
"Sun Jan 20 20:00:00 CST 2013",98.3440,108.6435,0.0799,0.0812,98.4239,1.9000,96.5239,1,0,2,3
"Sun Jan 20 21:00:00 CST 2013",98.3440,108.6435,0.1121,0.1140,98.4562,1.9000,96.5562,1,0,2,3
"Sun Jan 20 22:00:00 CST 2013",98.3440,108.6435,0.0966,0.0982,98.4406,1.9000,96.5406,1,0,2,3
"Sun Jan 20 23:00:00 CST 2013",98.3440,108.6435,0.1000,0.1017,98.4441,1.9000,96.5441,1,0,2,3
"Mon Jan 21 0:00:00 CST 2013",98.3440,108.6435,0.0753,0.0766,98.4193,1.9000,96.5193,1,0,2,3
"Mon Jan 21 1:00:00 CST 2013",98.3440,108.6435,0.0580,0.0590,98.4021,1.9000,96.5021,1,0,2,3
"Mon Jan 21 2:00:00 CST 2013",98.3440,108.6435,0.1012,0.1029,98.4452,1.9000,96.5452,1,0,2,3
"Mon Jan 21 3:00:00 CST 2013",98.3440,108.6435,0.0506,0.0514,98.3946,1.9000,96.4946,1,0,2,3
"Mon Jan 21 4:00:00 CST 2013",98.3440,108.6435,0.0402,0.0409,98.3842,1.9000,96.4842,1,0,2,3
"Mon Jan 21 5:00:00 CST 2013",98.3440,108.6435,-0.0184,-0.0187,98.3257,1.9000,96.4257,1,0,2,3
"Mon Jan 21 6:00:00 CST 2013",98.3440,108.6435,-0.0057,-0.0058,98.3383,1.9000,96.4383,1,0,2,3
"Mon Jan 21 7:00:00 CST 2013",98.3440,108.6435,-0.0052,-0.0053,98.3389,1.9000,96.4389,1,0,2,3
"Mon Jan 21 8:00:00 CST 2013",98.3440,108.6435,0.0057,0.0058,98.3498,1.9000,96.4498,1,0,2,3
"Mon Jan 21 9:00:00 CST 2013",98.3440,108.6435,0.0212,0.0216,98.3653,1.9000,96.4653,1,0,2,3
"Mon Jan 21 10:00:00 CST 2013",98.3440,108.6435,-0.0476,-0.0484,98.2964,1.9000,96.3964,1,0,2,3
"Mon Jan 21 11:00:00 CST 2013",98.3440,108.6435,-0.0189,-0.0193,98.3251,1.9000,96.4251,1,0,2,3
"Mon Jan 21 12:00:00 CST 2013",98.3440,108.6435,-0.0086,-0.0088,98.3354,1.9000,96.4354,1,0,2,3
"Mon Jan 21 13:00:00 CST 2013",98.3440,108.6435,0.0029,0.0029,98.3469,1.9000,96.4469,1,0,2,3
"Mon Jan 21 14:00:00 CST 2013",98.3440,108.6435,-0.0069,-0.0070,98.3372,1.9000,96.4372,1,0,2,3
"Mon Jan 21 15:00:00 CST 2013",98.3440,108.6435,-0.0023,-0.0023,98.3417,1.9000,96.4417,1,0,2,3
"Mon Jan 21 16:00:00 CST 2013",98.3440,108.6435,-0.0017,-0.0018,98.3423,1.9000,96.4423,1,0,2,3
"Mon Jan 21 17:00:00 CST 2013",98.3440,108.6435,0.0052,0.0053,98.3492,1.9000,96.4492,1,0,2,3
"Mon Jan 21 18:00:00 CST 2013",98.3440,108.6435,0.0029,0.0029,98.3469,1.9000,96.4469,1,0,2,3
"Mon Jan 21 19:00:00 CST 2013",98.3440,108.6435,0.0052,0.0053,98.3492,1.9000,96.4492,1,0,2,3
"Mon Jan 21 20:00:00 CST 2013",98.3440,108.6435,-0.0155,-0.0158,98.3285,1.9000,96.4285,1,0,2,3
"Mon Jan 21 21:00:00 CST 2013",98.3440,108.6435,0.0149,0.0152,98.3590,1.9000,96.4590,1,0,2,3
"Mon Jan 21 22:00:00 CST 2013",98.3440,108.6435,0.0316,0.0321,98.3756,1.9000,96.4756,1,0,2,3
"Mon Jan 21 23:00:00 CST 2013",98.3440,108.6435,0.0621,0.0631,98.4061,1.9000,96.5061,1,0,2,3
"Tue Jan 22 0:00:00 CST 2013",98.3440,108.6435,0.0736,0.0748,98.4176,1.9000,96.5176,1,0,2,3
"Tue Jan 22 1:00:00 CST 2013",98.3440,108.6435,0.0839,0.0853,98.4280,1.9000,96.5280,1,0,2,3
"Tue Jan 22 2:00:00 CST 2013",98.3440,108.6435,0.0678,0.0690,98.4119,1.9000,96.5119,1,0,2,3
"Tue Jan 22 3:00:00 CST 2013",98.3440,108.6435,-0.0103,-0.0105,98.3337,1.9000,96.4337,1,0,2,3
"Tue Jan 22 4:00:00 CST 2013",98.3440,108.6435,-0.0029,-0.0029,98.3412,1.9000,96.4412,1,0,2,3
"Tue Jan 22 5:00:00 CST 2013",98.3440,108.6435,0.0810,0.0824,98.4251,1.9000,96.5251,1,0,2,3
"Tue Jan 22 6:00:00 CST 2013",98.3440,108.6435,0.0327,0.0333,98.3768,1.9000,96.4768,1,0,2,3
"Tue Jan 22 7:00:00 CST 2013",98.3440,108.6435,-0.0413,-0.0420,98.3027,1.9000,96.4027,1,0,2,3
"Tue Jan 22 8:00:00 CST 2013",98.3440,108.6435,-0.0241,-0.0245,98.3199,1.9000,96.4199,1,0,2,3
"Tue Jan 22 9:00:00 CST 2013",98.3440,108.6435,-0.0516,-0.0525,98.2924,1.9000,96.3924,1,0,2,3
"Tue Jan 22 10:00:00 CST 2013",98.3440,108.6435,-0.0281,-0.0286,98.3159,1.9000,96.4159,1,0,2,3
"Tue Jan 22 11:00:00 CST 2013",98.3440,108.6435,-0.0275,-0.0280,98.3165,1.9000,96.4165,1,0,2,3
"Tue Jan 22 12:00:00 CST 2013",98.3440,108.6435,-0.0046,-0.0047,98.3394,1.9000,96.4394,1,0,2,3
"Tue Jan 22 13:00:00 CST 2013",98.3440,108.6435,0.0230,0.0234,98.3670,1.9000,96.4670,1,0,2,3
"Tue Jan 22 14:00:00 CST 2013",98.3440,108.6435,0.0207,0.0210,98.3647,1.9000,96.4647,1,0,2,3
"Tue Jan 22 15:00:00 CST 2013",98.3440,108.6435,0.0201,0.0204,98.3641,1.9000,96.4641,1,0,2,3
"Tue Jan 22 16:00:00 CST 2013",98.3440,108.6435,0.0580,0.0590,98.4021,1.9000,96.5021,1,0,2,3
"Tue Jan 22 17:00:00 CST 2013",98.3440,108.6435,0.0523,0.0532,98.3963,1.9000,96.4963,1,0,2,3
"Tue Jan 22 18:00:00 CST 2013",98.3440,108.6435,0.0557,0.0567,98.3998,1.9000,96.4998,1,0,2,3
"Tue Jan 22 19:00:00 CST 2013",98.3440,108.6435,0.0575,0.0584,98.4015,1.9000,96.5015,1,0,2,3
"Tue Jan 22 20:00:00 CST 2013",98.3440,108.6435,0.0218,0.0222,98.3659,1.9000,96.4659,1,0,2,3
"Tue Jan 22 21:00:00 CST 2013",98.3440,108.6435,0.0304,0.0309,98.3745,1.9000,96.4745,1,0,2,3
"Tue Jan 22 22:00:00 CST 2013",98.3440,108.6435,0.0379,0.0385,98.3819,1.9000,96.4819,1,0,2,3
"Tue Jan 22 23:00:00 CST 2013",98.3440,108.6435,0.0281,0.0286,98.3722,1.9000,96.4722,1,0,2,3
"Wed Jan 23 0:00:00 CST 2013",98.3440,108.6435,0.0092,0.0093,98.3532,1.9000,96.4532,1,0,2,3
"Wed Jan 23 1:00:00 CST 2013",98.3440,108.6435,0.0149,0.0152,98.3590,1.9000,96.4590,1,0,2,3
"Wed Jan 23 2:00:00 CST 2013",98.3440,108.6435,0.0638,0.0649,98.4078,1.9000,96.5078,1,0,2,3
"Wed Jan 23 3:00:00 CST 2013",98.3440,108.6435,0.0880,0.0894,98.4320,1.9000,96.5320,1,0,2,3
"Wed Jan 23 4:00:00 CST 2013",98.3440,108.6435,0.1248,0.1269,98.4689,1.9000,96.5689,1,0,2,3
"Wed Jan 23 5:00:00 CST 2013",98.3440,108.6435,0.1179,0.1199,98.4619,1.9000,96.5619,1,0,2,3
"Wed Jan 23 6:00:00 CST 2013",98.3440,108.6435,0.0822,0.0836,98.4262,1.9000,96.5262,1,0,2,3
"Wed Jan 23 7:00:00 CST 2013",98.3440,108.6435,0.0707,0.0719,98.4147,1.9000,96.5147,1,0,2,3
"Wed Jan 23 8:00:00 CST 2013",98.3440,108.6435,0.0546,0.0555,98.3986,1.9000,96.4986,1,0,2,3
"Wed Jan 23 9:00:00 CST 2013",98.3440,108.6435,-0.0011,-0.0012,98.3429,1.9000,96.4429,1,0,2,3
"Wed Jan 23 10:00:00 CST 2013",98.3440,108.6435,-0.3151,-0.3204,98.0290,1.9000,96.1290,1,0,2,3
"Wed Jan 23 11:00:00 CST 2013",98.3440,108.6435,-0.3242,-0.3296,98.0199,1.9000,96.1199,1,0,2,3
"Wed Jan 23 12:00:00 CST 2013",98.3440,108.6435,-0.3599,-0.3660,97.9841,1.9000,96.0841,1,0,2,3
"Wed Jan 23 13:00:00 CST 2013",98.3440,108.6435,-0.3372,-0.3429,98.0068,1.9000,96.1068,1,0,2,3
"Wed Jan 23 14:00:00 CST 2013",98.3440,108.6435,-0.3588,-0.3648,97.9853,1.9000,96.0853,1,0,2,3
